Model,type,Persona,persona_index,Persona_Content,temp,run,openeness,consciencienes,extraversion,agreeableness,neuroticism,self_regulation,CCT_cold_avg
mistralai/Mistral-7B-Instruct-v0.1,instruct,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,2,2.2,4.33,2.75,2.33,2.88,209.16,20.33333333
mistralai/Mistral-7B-Instruct-v0.1,instruct,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,3,3.4,3.78,3,3.11,3.25,216.09,22.40740741
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,1,3.7,4.44,3.5,4.22,2.12,241.29,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,2,3.8,4.44,3.38,4.33,2.12,236.88,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,3,3.9,4.44,3.25,4,2.12,240.03,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,1,3.8,4.11,3.75,4,2.12,246.96,28.96296296
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,2,4,4.44,3.25,3.89,2,241.29,28.40740741
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,3,3.6,4.56,3.38,4.22,2.25,231.21,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,1,4,4.44,3.12,4.44,2,240.03,29.07407407
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,2,3.4,4.44,3.62,3.89,2.25,246.96,29.03703704
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,3,3.7,4.11,3.5,4.11,2.38,240.03,28.51851852
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,1,3.6,4.44,3.38,3.89,2,241.29,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,2,3.6,4.56,3.25,3.89,2.12,238.14,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,3,3.8,4.33,3.12,3.89,2.12,234.99,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,1,3.6,4.44,3.12,4,2,238.77,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,2,3.7,4.56,3.25,4.11,2.25,231.21,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,3,3.5,4.44,3.12,3.78,2.12,245.7,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,1,3.6,4.44,3.38,3.78,2.5,236.25,28.92592593
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,2,3.5,4.33,3.62,4,2.38,236.25,28.92592593
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,3,3.7,4.33,3,4.22,2.25,234.99,28.92592593
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,1,3.8,4.56,3.12,4.22,2.12,241.29,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,2,3.8,4.44,3.12,4.11,2.12,241.29,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,3,3.7,4.44,3.12,4.11,2,243.18,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,1,3.9,4.44,3.25,4,2,241.29,28.92592593
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,2,3.8,4.56,3.12,4.33,2.25,238.77,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,3,3.9,4.44,3.25,4.22,2,241.92,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,1,3.7,4.56,3.38,4,2.38,238.14,28.07407407
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,2,3.9,4.44,3.12,4,2.12,243.81,27.18518519
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,3,3.9,4.22,3.25,4,2,231.84,28.66666667
gpt-4o,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,1,4,5,3.62,4.33,1.5,274.05,8.444444444
gpt-4o,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,2,3.9,5,3.5,4.33,1.38,272.16,7.444444444
gpt-4o,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,3,3.9,5,3.62,4.22,1.62,274.05,10.7037037
gpt-4o,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,1,4,5,3.88,4.56,1.38,275.31,7.518518519
gpt-4o,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,2,3.8,5,3.62,4.56,1.5,272.16,9.148148148
gpt-4o,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,3,3.8,5,3.5,4.11,1.75,277.2,8.333333333
gpt-4o,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,1,3.4,4.89,3.38,4.11,1.38,275.31,9.518518519
gpt-4o,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,2,4.2,5,3.75,4.22,1.5,270.9,9
gpt-4o,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,3,3.7,5,3.5,4.11,1.5,277.2,10.44444444
gpt-4o,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,1,3.7,5,3.12,4,1.38,270.27,7.777777778
gpt-4o,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,2,3.5,5,3.62,4.22,1.75,274.05,7.592592593
gpt-4o,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,3,3.4,5,3.25,4,1.75,277.83,8
gpt-4o,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,1,3.4,5,3.12,3.78,1.62,277.2,8.666666667
gpt-4o,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,2,3.1,5,3.38,4,1.75,272.16,8.111111111
gpt-4o,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,3,3.7,5,3.12,3.89,1.75,277.2,8.851851852
gpt-4o,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,1,3.3,4.89,3.38,4.11,1.5,272.16,6.962962963
gpt-4o,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,2,3.5,5,2.25,4.11,1.62,275.31,9.148148148
gpt-4o,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,3,3.1,5,3.25,3.89,1.5,272.16,8.296296296
gpt-4o,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,1,3.3,5,2.88,3.78,1.5,277.83,8.37037037
gpt-4o,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,2,3.2,5,2.75,4.11,1.5,275.94,7.185185185
gpt-4o,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,3,3.3,5,3.38,4,1.5,274.05,7.111111111
gpt-4o,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,1,3.7,5,2.5,4,1.5,277.2,7.111111111
gpt-4o,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,2,3.3,5,3,4,1.75,275.31,7.185185185
gpt-4o,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,3,2.8,5,3.12,3.78,1.25,274.05,8.925925926
gpt-4o,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,1,2.8,5,2.62,3.56,2.25,270.27,7.481481481
gpt-4o,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,2,3.2,5,2.5,4.22,1.88,272.79,7.222222222
gpt-4o,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,3,3.2,5,3.12,3.67,2.25,270.27,11.33333333
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,1,4.2,5,4.12,4.56,1.38,284.13,25.48148148
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,2,4.3,5,4.12,4.56,1.25,284.13,25.37037037
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,3,4.2,5,4.12,4.56,1.38,284.13,25.37037037
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,1,4.1,5,4.38,4.56,1.5,284.13,25.22222222
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,2,4,5,4.25,4.56,1.25,282.87,24.07407407
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,3,4.3,5,3.88,4.44,1.38,287.28,24.37037037
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,1,4.1,5,4,4.44,1.5,280.98,22.81481481
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,2,4.2,5,4,4.67,1.62,279.72,23.14814815
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,3,4.2,5,4,4.67,1.38,282.24,23.66666667
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,1,4.3,5,4.12,4.44,1.38,282.87,23.85185185
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,2,4.3,5,4,4.44,1.38,284.13,25
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,3,4.3,5,4.12,4.44,1.25,284.76,24.33333333
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,1,4.4,5,4.12,4.44,1.5,279.09,21.14814815
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,2,4.1,5,3.88,4.56,1.38,280.98,21.2962963
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,3,4.2,5,4.12,4.67,1.38,284.13,21.03703704
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,1,4,5,3.88,4.33,1.25,282.87,21.22222222
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,2,4.1,5,4,4.44,1.25,282.87,22.2962963
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,3,4.2,5,3.88,4.44,1.5,282.24,20.14814815
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,1,3.9,5,3.62,4.44,1.12,282.24,22.11111111
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,2,4,5,3.5,4.44,1.25,282.24,23.03703704
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,3,4.1,5,3.62,4.44,1.12,282.24,22.55555556
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,1,4.1,5,3.75,4.44,1.25,277.83,21.92592593
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,2,4.1,5,3.38,4.44,1.12,280.98,22.2962963
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,3,4.1,5,3.5,4.56,1.5,282.24,21.85185185
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,1,4,5,3.62,4.44,1.12,282.24,20.40740741
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,2,3.9,5,3.62,4.44,1.38,277.2,20.77777778
claude-3-7-sonnet-20250219,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,3,4,5,3.75,4.56,1.12,280.98,21
llama3.1-405b,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,1,3.6,5,3.5,4.44,1.62,275.94,21
llama3.1-405b,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,2,3.2,5,3.5,4.22,1.62,272.16,19.48148148
llama3.1-405b,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,3,3.5,5,3.5,4.33,1.5,270.9,19.2962963
llama3.1-405b,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,1,3.6,5,3.62,4.33,1.75,272.79,19
llama3.1-405b,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,2,3.2,5,3.5,4.22,1.75,274.05,17.18518519
llama3.1-405b,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,3,3.1,5,3.5,4.11,1.75,277.2,19.92592593
llama3.1-405b,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,1,3.9,5,3.5,4.33,1.62,272.79,22.25925926
llama3.1-405b,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,2,3.3,5,3.38,4.22,1.75,274.05,19.92592593
llama3.1-405b,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,3,3.6,5,3.5,4.67,1.5,263.97,19.88888889
llama3.1-405b,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,1,3.2,5,3.38,4.22,1.62,274.05,20.88888889
llama3.1-405b,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,2,3.1,5,3.5,4.22,1.5,275.31,19.2962963
llama3.1-405b,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,3,2.7,5,3.5,4.22,1.62,274.05,18.96296296
llama3.1-405b,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,1,3.2,5,3.25,4.11,1.75,272.79,21.51851852
llama3.1-405b,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,2,3.1,5,3.5,4,1.75,270.9,21.37037037
llama3.1-405b,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,3,2.9,5,3.25,4.44,1.62,280.98,22.85185185
llama3.1-405b,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,1,2.9,5,3,4,1.38,275.94,20.96296296
llama3.1-405b,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,2,3.3,5,3,4.22,1.5,272.79,19.33333333
llama3.1-405b,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,3,2.7,5,3.12,4.56,1.75,277.2,17.66666667
llama3.1-405b,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,1,3,5,3.25,4.56,1.88,277.2,20.81481481
llama3.1-405b,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,2,3.2,5,3.12,4.22,1.5,269.01,18.44444444
llama3.1-405b,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,3,3.3,5,3.25,4.33,1.5,270.27,19.92592593
llama3.1-405b,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,1,2.6,5,3,4.22,1.5,275.94,21.2962963
llama3.1-405b,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,2,3.2,5,3.25,4.56,1.5,275.94,20.92592593
llama3.1-405b,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,3,3.1,5,3.25,4.56,1.5,272.16,22.48148148
llama3.1-405b,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,1,2.9,5,3.12,4.33,1.62,272.79,21.77777778
llama3.1-405b,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,2,3.2,5,3.12,4.11,1.38,275.31,20.59259259
llama3.1-405b,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,3,3.1,5,3.38,4.67,1.62,272.16,22.33333333
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,1,3.2,5,3.75,4,1.75,282.24,28.62962963
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,2,3.3,5,3.75,4,1.75,282.24,28.77777778
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,3,3.1,5,3.5,4,1.75,282.24,28.81481481
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,1,3.3,5,3.75,4,1.75,282.24,28.40740741
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,2,3.2,5,3.5,4,1.75,282.24,29
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,3,3.3,5,3.5,4,1.75,280.98,28.81481481
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,1,3.1,5,3.75,4,1.88,282.24,28.77777778
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,2,3.3,5,3.38,4,1.38,282.24,28.7037037
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,3,3.1,5,3.62,4.11,1.88,284.13,28.92592593
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,1,3.1,5,3.5,4,1.88,282.24,28.77777778
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,2,3.1,5,3.38,4,1.88,282.87,28.62962963
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,3,3.1,5,3.5,4,1.88,282.24,29
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,1,3.1,5,3.5,4,1.88,282.24,28.81481481
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,2,2.8,5,3.5,4,1.88,282.87,28.59259259
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,3,3.1,5,3.38,4.11,1.75,282.87,28.96296296
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,1,3,5,3.38,4.11,1.88,282.24,28.88888889
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,2,3,5,3.62,4,1.62,282.24,28.66666667
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,3,3.1,5,3.75,4,1.75,282.87,28.66666667
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,1,2.6,5,3.25,4.33,1.38,284.13,28.62962963
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,2,2.6,5,3.25,4.33,1.38,282.24,28.81481481
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,3,2.6,5,3.12,4.33,1.38,279.72,28.74074074
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,1,2.5,5,3.25,4.33,1.12,284.76,28.77777778
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,2,2.5,5,3.12,4.33,1.38,279.72,28.44444444
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,3,2.6,5,3.12,4.33,1.38,279.72,28.81481481
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,1,2.6,5,3.12,4.33,1.25,279.09,28.55555556
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,2,2.6,5,3.25,4.33,1.25,280.98,28.55555556
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,3,2.7,5,3.25,4.33,1.38,279.72,28.74074074
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,1,3.5,5,3.25,4.22,1.88,279.09,21.07407407
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,2,3.3,5,3.12,4,1.75,277.83,19.33333333
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,3,3.2,5,3,4.33,1.75,277.83,20.22222222
