Model,type,Persona,persona_index,Persona_Content,temp,run,openeness,consciencienes,extraversion,agreeableness,neuroticism,self_regulation,CCT_cold_avg
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,3,3.6,4.56,3,4.11,2.25,238.14,28.48148148
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,1,3.1,4.67,2.62,3.78,2.12,243.81,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,2,3.1,4.44,3,3.89,2,243.81,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,3,3.2,4.67,2.75,4.22,2.12,245.07,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,1,3.1,4.44,2.62,3.67,2.12,245.07,27.92592593
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,2,3.2,4.67,2.88,4.11,2.25,243.18,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,3,2.9,4.22,2.88,4,1.88,248.85,29
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,1,3,4.56,3,4,2.25,238.14,27.11111111
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,2,3.2,4.11,2.75,3.89,2.12,246.96,28.2962963
allenai/OLMo-2-1124-7B-Instruct,instruct,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,3,3,4.44,2.75,3.78,2.25,246.96,27.88888889
gpt-4o,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,1,3.3,5,3.5,3.67,2.25,270.9,9.481481481
gpt-4o,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,2,3.1,4.78,3.12,3.56,2.38,272.79,12.37037037
gpt-4o,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,3,3.2,5,3.38,3.78,2.38,272.16,7.740740741
gpt-4o,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,1,3.2,5,3.38,3.89,2.62,272.16,9.185185185
gpt-4o,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,2,3.1,5,3.25,3.67,2.12,267.75,9.037037037
gpt-4o,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,3,3.3,4.56,3.5,3.78,2,267.12,8.62962963
gpt-4o,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,1,3.1,4.78,3.38,3.44,2,269.01,9.925925926
gpt-4o,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,2,3.2,4.78,3.12,3.78,2.75,270.27,8.777777778
gpt-4o,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,3,2.8,4.78,3.25,3.44,2.12,262.71,10.88888889
gpt-4o,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,1,3.1,4.78,3.12,3.56,2,274.05,7.962962963
gpt-4o,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,2,2.8,4.78,3,3.67,2.62,272.79,5.777777778
gpt-4o,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,3,2.9,4.78,2.88,3.56,2.5,272.16,6.666666667
gpt-4o,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,1,3,4.56,3,3.33,2.25,269.01,8.925925926
gpt-4o,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,2,3,4.78,3.12,3.44,2.12,277.2,6.777777778
gpt-4o,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,3,2.7,4.78,3.5,3.44,2.25,275.94,6.703703704
gpt-4o,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,1,2.8,4.78,3,3.44,2,267.75,5.481481481
gpt-4o,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,2,2.5,4.56,3.38,3.67,3,275.31,9.333333333
gpt-4o,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,3,3.3,4.78,2.75,3.33,2.12,272.79,7.518518519
gpt-4o,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,1,2.8,4.78,2.62,3.33,2.62,262.71,10.40740741
gpt-4o,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,2,3,4.78,2.75,3.44,2.5,265.23,12.14814815
gpt-4o,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,3,3,4.78,2.75,3.33,2.62,274.05,14.11111111
gpt-4o,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,1,2.9,4.56,3,3.56,2.12,265.23,9.444444444
gpt-4o,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,2,2.7,4.78,2.88,3.56,2.75,267.12,14.81481481
gpt-4o,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,3,3,4.78,2.75,3.67,2.5,272.79,11.66666667
gpt-4o,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,1,2.7,4.78,3,3.56,2.62,269.01,8.851851852
gpt-4o,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,2,2.6,4.67,2.88,3.44,2,265.23,15.2962963
gpt-4o,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,3,2.9,4.78,2.88,3.78,2.12,272.16,12.51851852
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,1,4.3,4.89,3.75,4.78,1.75,258.93,24.18518519
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,2,4.3,4.89,3.88,4.78,2,265.23,24
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,3,4.4,4.89,3.75,4.78,2,262.08,24.14814815
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,1,4.4,4.89,3.38,4.89,1.75,269.01,23
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,2,4.4,4.89,3.75,4.78,1.62,260.82,20.96296296
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,3,4.4,4.89,4.25,4.78,1.62,260.82,22
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,1,4.2,4.67,3.88,4.44,1.25,262.08,21.66666667
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,2,4.1,4.89,4.12,4.89,2,262.71,21.03703704
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,3,4,4.89,4.25,4.78,1.38,267.75,22.37037037
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,1,4.4,4.89,3.88,4.78,1.62,265.86,21.66666667
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,2,4.4,5,3.62,4.44,1.62,270.9,22.7037037
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,3,4.4,4.89,3.5,4.67,1.75,270.27,23.37037037
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,1,4.2,4.89,3.62,4.89,2,265.23,21.66666667
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,2,4.3,4.78,3.75,4.89,1.88,269.01,20.03703704
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,3,4.2,4.89,3.25,4.78,2,270.27,22.59259259
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,1,4.4,4.89,3.88,4.56,2,267.75,19.22222222
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,2,4.3,5,3.5,4.56,2.12,263.97,20.51851852
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,3,4.3,4.89,3.62,4.67,1.62,262.71,19.55555556
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,1,4.1,4.89,3.5,4.56,1.88,262.71,20.92592593
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,2,4,4.89,3.62,4.44,1.75,265.23,22.55555556
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,3,4.1,4.89,3.75,4.44,1.75,260.82,21.96296296
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,1,4,5,3.88,4.67,1.88,262.71,18.55555556
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,2,4,5,3.62,4.67,1.75,262.71,18.33333333
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,3,4.3,4.89,3.38,4.44,2,260.19,17.55555556
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,1,3.7,4.89,3.38,4.44,1.25,253.26,18.07407407
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,2,4.1,4.78,3.75,4.56,1.75,265.23,18.40740741
claude-3-7-sonnet-20250219,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,3,4.1,4.89,3.5,4.44,2.12,253.26,18.18518519
llama3.1-405b,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,1,3.2,4.89,3.38,4,1.75,272.79,20.18518519
llama3.1-405b,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,2,2.8,5,3.38,4,1.62,272.79,16.81481481
llama3.1-405b,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,3,3.2,4.89,3.38,3.89,1.62,274.05,18.96296296
llama3.1-405b,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,1,3.3,4.78,3.38,4.11,1.62,279.09,19.37037037
llama3.1-405b,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,2,3.4,5,3.5,4.11,1.5,277.2,16.33333333
llama3.1-405b,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,3,3.2,5,3.38,4.22,1.5,265.86,18.18518519
llama3.1-405b,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,1,2.8,4.67,3.62,4.44,1.75,274.05,13.55555556
llama3.1-405b,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,2,2.9,5,3.38,4.22,1.62,270.9,13.85185185
llama3.1-405b,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,3,3,5,3.5,4.11,1.5,267.12,14.2962963
llama3.1-405b,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,1,2.8,4.89,3.38,4,1.5,272.16,18.2962963
llama3.1-405b,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,2,2.8,5,3.25,4,1.75,267.12,21.07407407
llama3.1-405b,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,3,2.7,5,3.25,3.89,1.75,267.75,18.96296296
llama3.1-405b,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,1,2.7,4.67,3.25,4.11,1.5,263.97,16.81481481
llama3.1-405b,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,2,2.7,4.78,3.12,3.89,1.62,269.01,17.74074074
llama3.1-405b,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,3,3,5,3.25,3.89,1.75,263.97,20.2962963
llama3.1-405b,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,1,3.2,4.78,3.12,3.78,1.62,272.79,18.40740741
llama3.1-405b,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,2,2.4,5,3.12,3.67,1.75,267.75,18.74074074
llama3.1-405b,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,3,2.7,4.89,3.38,4.11,1.62,265.86,19.40740741
llama3.1-405b,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,1,2.7,5,2.88,4,1.5,263.97,20
llama3.1-405b,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,2,2.1,4.89,3.25,4.22,1.75,269.01,15.2962963
llama3.1-405b,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,3,2.6,5,3,4.22,1.5,267.12,17.14814815
llama3.1-405b,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,1,2.2,5,3,4.22,1.5,269.01,17.59259259
llama3.1-405b,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,2,2.7,5,2.75,4.11,1.5,262.71,20.2962963
llama3.1-405b,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,3,2.5,5,3,4.22,1.5,262.08,19.77777778
llama3.1-405b,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,1,2.6,5,3,4.22,1.5,270.9,17.14814815
llama3.1-405b,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,2,2.1,5,2.75,4.22,1.62,272.79,19.51851852
llama3.1-405b,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,3,2.5,5,3,4.33,1.5,275.94,22.14814815
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,1,3.2,5,4,3.89,1.5,280.98,28.81481481
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,2,3.2,5,3.75,4,1.75,279.72,28.62962963
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,3,3.2,5,4,3.78,1.25,280.98,28.44444444
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,1,3.2,5,3.75,3.89,1.62,280.98,28.81481481
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,2,3.1,5,3.88,3.89,1.5,279.72,28.81481481
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,3,3.2,5,3.88,3.89,1.88,279.72,28.59259259
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,1,3,5,3.75,4.11,1.38,282.24,28.07407407
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,2,3.1,5,3.75,4,1.12,280.98,28.7037037
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,3,2.8,5,3.88,3.89,1.25,282.24,28.44444444
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,1,2.4,5,3.12,4,1.25,279.72,28.25925926
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,2,2.3,5,3,4,1.12,279.72,28.18518519
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,3,2.3,5,3.38,4,1.25,279.72,28.25925926
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,1,2.6,5,3.38,3.67,1.12,280.98,28.44444444
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,2,2.7,5,3.12,3.89,1.25,280.98,28.81481481
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,3,2.6,5,3.12,3.44,1.25,280.98,28.77777778
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,1,2.5,5,3,3.89,1.5,280.98,27.88888889
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,2,2.4,5,3,3.78,1.25,279.72,27.33333333
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,3,2.8,5,3.38,3.33,1.5,279.72,28.74074074
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,1,2.7,5,2.62,4.11,1.12,282.24,28.62962963
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,2,2.6,5,2.62,4.22,1.12,280.98,28.81481481
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,3,2.8,5,2.62,4.11,1.12,282.24,28.25925926
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,1,2.7,5,2.62,4,1.12,282.24,28.44444444
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,2,2.3,5,2.62,4.11,1.12,280.98,28.77777778
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,3,2.7,5,2.62,3.89,1.12,280.98,28.66666667
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,1,2.2,5,2.62,4,1.12,282.87,28.25925926
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,2,2.1,5,2.62,4.11,1.12,279.72,28.25925926
meta-llama/Llama-3.3-70B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,3,2.3,5,2.5,4.22,1.12,282.24,28.62962963
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,1,3.7,5,3,4.22,1.75,282.24,17.51851852
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,2,3.5,5,3,4.44,1.5,279.72,17.03703704
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,3,3.7,5,3,4.22,1.5,277.2,17.37037037
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,1,3.4,5,3,4.44,1.5,275.94,15.37037037
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,2,3.5,5,3,4.56,1.5,277.83,19.25925926
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,3,3.3,5,3,4.56,1.5,277.83,21.25925926
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,1,3.6,5,3,4.33,1.88,272.79,14.59259259
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,2,3.5,5,3.12,4.22,1.75,275.94,15.51851852
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,3,3.5,5,3.25,4,1.75,279.09,18.37037037
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,1,3.1,5,3,4.22,1.75,275.94,18.92592593
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,2,3.4,5,3,4,1.75,275.31,19.92592593
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,3,3.1,5,3,4.22,1.75,275.94,19
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,1,3.4,5,3,4.56,1.5,275.94,18.11111111
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,2,3,5,3,4.33,1.88,275.31,18.37037037
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,3,3.1,5,3.12,4.11,1.5,275.94,19.62962963
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,1,3.1,5,3,4.11,1.5,279.72,17.2962963
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,2,3.4,5,3,4,1.5,274.05,18.51851852
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,3,3.3,5,3,4,1.62,272.79,17.07407407
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,1,3.1,5,3,4.22,1.5,277.2,19.7037037
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,2,3.1,5,3,4.22,1.75,275.31,19.22222222
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,3,3.1,5,3,4.11,1.5,277.2,18.77777778
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,1,3.2,5,3,4.11,1.75,277.2,21.07407407
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,2,3.3,5,2.88,4.33,1.5,275.94,19.44444444
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,3,3.1,5,2.88,4.11,1.5,274.05,17.25925926
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,1,3.4,5,3,4.33,1.62,275.31,19.2962963
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,2,3.5,5,3,4.22,1.5,272.16,18.62962963
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,3,3.3,5,3,4.44,1.62,272.16,18.14814815
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,1,4.1,5,4.5,4.33,1.5,275.94,15.40740741
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,2,4.1,5,4.12,4.33,1.5,275.94,16.07407407
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.3,3,4.1,5,4.12,4.22,1.5,275.31,14.92592593
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,1,4.1,5,4.5,4.33,1.5,272.79,15.18518519
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,2,4.1,5,4.12,4.33,1.5,272.79,15.44444444
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",0.7,3,4.4,5,4.25,4.44,1.5,275.31,15.74074074
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,1,4.3,5,4,4.22,1.75,275.31,17.25925926
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,2,4.1,5,4.25,4.33,1.5,275.94,15.88888889
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,1,"You are a character who is disciplined, persistent, goal-oriented.",1,3,4.3,5,4.5,4.22,1.62,275.31,16.62962963
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,1,4.1,5,3.75,4.22,1.25,275.94,14.37037037
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,2,4.1,5,3.75,4.22,1.25,275.31,14.37037037
